"","y2_statefips","y2_countyfips","y1_countyname","Inflow","Year","Outflow"
"1774",28,53,"Humphreys County Total Migration-US and Foreign",232,2018,352
"1775",28,57,"Itawamba County Total Migration-US and Foreign",1165,2018,1208
"1776",28,59,"Jackson County Total Migration-US and Foreign",7137,2018,6924
"1777",28,61,"Jasper County Total Migration-US and Foreign",728,2018,803
"1778",28,63,"Jefferson County Total Migration-US and Foreign",216,2018,262
"1779",28,65,"Jefferson Davis County Total Migration-US and Foreign",390,2018,558
"1780",28,67,"Jones County Total Migration-US and Foreign",2377,2018,2329
"1781",28,69,"Kemper County Total Migration-US and Foreign",293,2018,334
"1782",28,71,"Lafayette County Total Migration-US and Foreign",2749,2018,2484
"1783",28,73,"Lamar County Total Migration-US and Foreign",4350,2018,4270
"1784",28,75,"Lauderdale County Total Migration-US and Foreign",2329,2018,3099
"1785",28,77,"Lawrence County Total Migration-US and Foreign",514,2018,422
"1786",28,79,"Leake County Total Migration-US and Foreign",809,2018,759
"1787",28,81,"Lee County Total Migration-US and Foreign",3708,2018,3943
"1788",28,83,"Leflore County Total Migration-US and Foreign",839,2018,1167
"1789",28,85,"Lincoln County Total Migration-US and Foreign",968,2018,1109
"1790",28,87,"Lowndes County Total Migration-US and Foreign",2644,2018,3094
"1791",28,89,"Madison County Total Migration-US and Foreign",6510,2018,5907
"1792",28,91,"Marion County Total Migration-US and Foreign",750,2018,844
"1793",28,93,"Marshall County Total Migration-US and Foreign",1864,2018,1867
"1794",28,95,"Monroe County Total Migration-US and Foreign",1236,2018,1371
"1795",28,97,"Montgomery County Total Migration-US and Foreign",339,2018,478
"1796",28,99,"Neshoba County Total Migration-US and Foreign",925,2018,927
"1797",28,101,"Newton County Total Migration-US and Foreign",738,2018,913
"1798",28,103,"Noxubee County Total Migration-US and Foreign",249,2018,388
"1799",28,105,"Oktibbeha County Total Migration-US and Foreign",2074,2018,2689
"1800",28,107,"Panola County Total Migration-US and Foreign",1224,2018,1397
"1801",28,109,"Pearl River County Total Migration-US and Foreign",2326,2018,1965
"1802",28,111,"Perry County Total Migration-US and Foreign",487,2018,460
"1803",28,113,"Pike County Total Migration-US and Foreign",1438,2018,1386
"1804",28,115,"Pontotoc County Total Migration-US and Foreign",1416,2018,1357
"1805",28,117,"Prentiss County Total Migration-US and Foreign",906,2018,846
"1806",28,119,"Quitman County Total Migration-US and Foreign",221,2018,379
"1807",28,121,"Rankin County Total Migration-US and Foreign",7246,2018,6868
"1808",28,123,"Scott County Total Migration-US and Foreign",913,2018,1148
"1809",28,125,"Sharkey County Total Migration-US and Foreign",126,2018,204
"1810",28,127,"Simpson County Total Migration-US and Foreign",1040,2018,996
"1811",28,129,"Smith County Total Migration-US and Foreign",528,2018,662
"1812",28,131,"Stone County Total Migration-US and Foreign",880,2018,717
"1813",28,133,"Sunflower County Total Migration-US and Foreign",783,2018,1041
"1814",28,135,"Tallahatchie County Total Migration-US and Foreign",387,2018,520
"1815",28,137,"Tate County Total Migration-US and Foreign",1465,2018,1348
"1816",28,139,"Tippah County Total Migration-US and Foreign",659,2018,752
"1817",28,141,"Tishomingo County Total Migration-US and Foreign",696,2018,677
"1818",28,143,"Tunica County Total Migration-US and Foreign",574,2018,840
"1819",28,145,"Union County Total Migration-US and Foreign",1361,2018,1187
"1820",28,147,"Walthall County Total Migration-US and Foreign",534,2018,602
"1821",28,149,"Warren County Total Migration-US and Foreign",1396,2018,1902
"1822",28,151,"Washington County Total Migration-US and Foreign",1166,2018,1990
"1823",28,153,"Wayne County Total Migration-US and Foreign",591,2018,738
"1824",28,155,"Webster County Total Migration-US and Foreign",393,2018,432
"1825",28,157,"Wilkinson County Total Migration-US and Foreign",226,2018,311
"1826",28,159,"Winston County Total Migration-US and Foreign",491,2018,580
"1827",28,161,"Yalobusha County Total Migration-US and Foreign",549,2018,729
"1828",28,163,"Yazoo County Total Migration-US and Foreign",581,2018,838
"1829",29,1,"Adair County Total Migration-US and Foreign",1010,2018,1272
"1830",29,3,"Andrew County Total Migration-US and Foreign",983,2018,964
"1831",29,5,"Atchison County Total Migration-US and Foreign",145,2018,158
"1832",29,7,"Audrain County Total Migration-US and Foreign",924,2018,873
"1833",29,9,"Barry County Total Migration-US and Foreign",2081,2018,1986
"1834",29,11,"Barton County Total Migration-US and Foreign",386,2018,452
"1835",29,13,"Bates County Total Migration-US and Foreign",667,2018,733
"1836",29,15,"Benton County Total Migration-US and Foreign",1171,2018,890
"1837",29,17,"Bollinger County Total Migration-US and Foreign",525,2018,469
"1838",29,19,"Boone County Total Migration-US and Foreign",7740,2018,8018
"1839",29,21,"Buchanan County Total Migration-US and Foreign",3277,2018,3849
"1840",29,23,"Butler County Total Migration-US and Foreign",1864,2018,2032
"1841",29,25,"Caldwell County Total Migration-US and Foreign",444,2018,402
"1842",29,27,"Callaway County Total Migration-US and Foreign",1991,2018,2127
"1843",29,29,"Camden County Total Migration-US and Foreign",3104,2018,2685
"1844",29,31,"Cape Girardeau County Total Migration-US and Foreign",3104,2018,3340
"1845",29,33,"Carroll County Total Migration-US and Foreign",231,2018,273
"1846",29,35,"Carter County Total Migration-US and Foreign",216,2018,315
"1847",29,37,"Cass County Total Migration-US and Foreign",6474,2018,5572
"1848",29,39,"Cedar County Total Migration-US and Foreign",770,2018,768
"1849",29,41,"Chariton County Total Migration-US and Foreign",201,2018,279
"1850",29,43,"Christian County Total Migration-US and Foreign",6630,2018,5519
"1851",29,45,"Clark County Total Migration-US and Foreign",173,2018,179
"1852",29,47,"Clay County Total Migration-US and Foreign",16180,2018,14052
"1853",29,49,"Clinton County Total Migration-US and Foreign",1451,2018,1421
"1854",29,51,"Cole County Total Migration-US and Foreign",3275,2018,3536
"1855",29,53,"Cooper County Total Migration-US and Foreign",813,2018,754
"1856",29,55,"Crawford County Total Migration-US and Foreign",1165,2018,1060
"1857",29,57,"Dade County Total Migration-US and Foreign",298,2018,344
"1858",29,59,"Dallas County Total Migration-US and Foreign",943,2018,818
"1859",29,61,"Daviess County Total Migration-US and Foreign",274,2018,328
"1860",29,63,"DeKalb County Total Migration-US and Foreign",547,2018,553
"1861",29,65,"Dent County Total Migration-US and Foreign",667,2018,506
"1862",29,67,"Douglas County Total Migration-US and Foreign",673,2018,707
"1863",29,69,"Dunklin County Total Migration-US and Foreign",1044,2018,1232
"1864",29,71,"Franklin County Total Migration-US and Foreign",4184,2018,3836
"1865",29,73,"Gasconade County Total Migration-US and Foreign",668,2018,729
"1866",29,75,"Gentry County Total Migration-US and Foreign",118,2018,209
"1867",29,77,"Greene County Total Migration-US and Foreign",13979,2018,13699
"1868",29,79,"Grundy County Total Migration-US and Foreign",244,2018,447
"1869",29,81,"Harrison County Total Migration-US and Foreign",224,2018,241
"1870",29,83,"Henry County Total Migration-US and Foreign",1123,2018,1091
"1871",29,85,"Hickory County Total Migration-US and Foreign",494,2018,488
"1872",29,87,"Holt County Total Migration-US and Foreign",158,2018,173
"1873",29,89,"Howard County Total Migration-US and Foreign",339,2018,348
"1874",29,91,"Howell County Total Migration-US and Foreign",1641,2018,1453
"1875",29,93,"Iron County Total Migration-US and Foreign",367,2018,475
"1876",29,95,"Jackson County Total Migration-US and Foreign",30400,2018,32739
"1877",29,97,"Jasper County Total Migration-US and Foreign",5508,2018,5375
"1878",29,99,"Jefferson County Total Migration-US and Foreign",9397,2018,8616
"1879",29,101,"Johnson County Total Migration-US and Foreign",4054,2018,4317
"1880",29,103,"Knox County Total Migration-US and Foreign",134,2018,150
"1881",29,105,"Laclede County Total Migration-US and Foreign",1563,2018,1420
"1882",29,107,"Lafayette County Total Migration-US and Foreign",1674,2018,1507
"1883",29,109,"Lawrence County Total Migration-US and Foreign",2202,2018,2083
"1884",29,111,"Lewis County Total Migration-US and Foreign",334,2018,405
"1885",29,113,"Lincoln County Total Migration-US and Foreign",3387,2018,2700
"1886",29,115,"Linn County Total Migration-US and Foreign",368,2018,410
"1887",29,117,"Livingston County Total Migration-US and Foreign",500,2018,543
"1888",29,119,"McDonald County Total Migration-US and Foreign",1366,2018,1495
"1889",29,121,"Macon County Total Migration-US and Foreign",594,2018,593
"1890",29,123,"Madison County Total Migration-US and Foreign",524,2018,543
"1891",29,125,"Maries County Total Migration-US and Foreign",441,2018,442
"1892",29,127,"Marion County Total Migration-US and Foreign",1263,2018,1288
"1893",29,129,"Mercer County Total Migration-US and Foreign",69,2018,116
"1894",29,131,"Miller County Total Migration-US and Foreign",1391,2018,1195
"1895",29,133,"Mississippi County Total Migration-US and Foreign",373,2018,430
"1896",29,135,"Moniteau County Total Migration-US and Foreign",543,2018,628
"1897",29,137,"Monroe County Total Migration-US and Foreign",410,2018,319
"1898",29,139,"Montgomery County Total Migration-US and Foreign",511,2018,470
"1899",29,141,"Morgan County Total Migration-US and Foreign",1123,2018,972
"1900",29,143,"New Madrid County Total Migration-US and Foreign",850,2018,923
"1901",29,145,"Newton County Total Migration-US and Foreign",3448,2018,3406
"1902",29,147,"Nodaway County Total Migration-US and Foreign",653,2018,833
"1903",29,149,"Oregon County Total Migration-US and Foreign",485,2018,610
"1904",29,151,"Osage County Total Migration-US and Foreign",390,2018,385
"1905",29,153,"Ozark County Total Migration-US and Foreign",527,2018,306
"1906",29,155,"Pemiscot County Total Migration-US and Foreign",535,2018,677
"1907",29,157,"Perry County Total Migration-US and Foreign",638,2018,595
"1908",29,159,"Pettis County Total Migration-US and Foreign",1703,2018,1970
"1909",29,161,"Phelps County Total Migration-US and Foreign",1857,2018,2161
"1910",29,163,"Pike County Total Migration-US and Foreign",500,2018,592
"1911",29,165,"Platte County Total Migration-US and Foreign",9100,2018,8081
"1912",29,167,"Polk County Total Migration-US and Foreign",1711,2018,1633
"1913",29,169,"Pulaski County Total Migration-US and Foreign",6200,2018,6148
"1914",29,171,"Putnam County Total Migration-US and Foreign",181,2018,184
"1915",29,173,"Ralls County Total Migration-US and Foreign",608,2018,606
"1916",29,175,"Randolph County Total Migration-US and Foreign",914,2018,1048
"1917",29,177,"Ray County Total Migration-US and Foreign",1233,2018,1268
"1918",29,179,"Reynolds County Total Migration-US and Foreign",296,2018,183
"1919",29,181,"Ripley County Total Migration-US and Foreign",439,2018,575
"1920",29,183,"St. Charles County Total Migration-US and Foreign",19063,2018,16194
"1921",29,185,"St. Clair County Total Migration-US and Foreign",567,2018,334
"1922",29,186,"Ste. Genevieve County Total Migration-US and Foreign",843,2018,731
"1923",29,187,"St. Francois County Total Migration-US and Foreign",2653,2018,2298
"1924",29,189,"St. Louis County Total Migration-US and Foreign",41955,2018,43664
"1925",29,195,"Saline County Total Migration-US and Foreign",711,2018,792
"1926",29,197,"Schuyler County Total Migration-US and Foreign",139,2018,159
"1927",29,199,"Scotland County Total Migration-US and Foreign",131,2018,215
"1928",29,201,"Scott County Total Migration-US and Foreign",1884,2018,2031
"1929",29,203,"Shannon County Total Migration-US and Foreign",321,2018,365
"1930",29,205,"Shelby County Total Migration-US and Foreign",173,2018,223
"1931",29,207,"Stoddard County Total Migration-US and Foreign",1155,2018,1168
"1932",29,209,"Stone County Total Migration-US and Foreign",2321,2018,1945
"1933",29,211,"Sullivan County Total Migration-US and Foreign",234,2018,317
"1934",29,213,"Taney County Total Migration-US and Foreign",3463,2018,3333
"1935",29,215,"Texas County Total Migration-US and Foreign",1064,2018,1076
"1936",29,217,"Vernon County Total Migration-US and Foreign",746,2018,793
"1937",29,219,"Warren County Total Migration-US and Foreign",2367,2018,1835
"1938",29,221,"Washington County Total Migration-US and Foreign",905,2018,879
"1939",29,223,"Wayne County Total Migration-US and Foreign",716,2018,897
"1940",29,225,"Webster County Total Migration-US and Foreign",2148,2018,2114
"1941",29,227,"Worth County Total Migration-US and Foreign",53,2018,42
"1942",29,229,"Wright County Total Migration-US and Foreign",939,2018,895
"1943",29,510,"St. Louis city Total Migration-US and Foreign",19365,2018,24131
"1944",30,1,"Beaverhead County Total Migration-US and Foreign",440,2018,453
"1945",30,3,"Big Horn County Total Migration-US and Foreign",350,2018,456
"1946",30,5,"Blaine County Total Migration-US and Foreign",158,2018,208
"1947",30,7,"Broadwater County Total Migration-US and Foreign",421,2018,353
"1948",30,9,"Carbon County Total Migration-US and Foreign",640,2018,558
"1949",30,13,"Cascade County Total Migration-US and Foreign",4339,2018,4676
"1950",30,15,"Chouteau County Total Migration-US and Foreign",191,2018,248
"1951",30,17,"Custer County Total Migration-US and Foreign",446,2018,481
"1952",30,21,"Dawson County Total Migration-US and Foreign",395,2018,383
"1953",30,23,"Deer Lodge County Total Migration-US and Foreign",418,2018,403
"1954",30,25,"Fallon County Total Migration-US and Foreign",47,2018,145
"1955",30,27,"Fergus County Total Migration-US and Foreign",477,2018,435
"1956",30,29,"Flathead County Total Migration-US and Foreign",5708,2018,4072
"1957",30,31,"Gallatin County Total Migration-US and Foreign",6801,2018,6047
"1958",30,35,"Glacier County Total Migration-US and Foreign",334,2018,464
"1959",30,39,"Granite County Total Migration-US and Foreign",166,2018,148
"1960",30,41,"Hill County Total Migration-US and Foreign",648,2018,748
"1961",30,43,"Jefferson County Total Migration-US and Foreign",954,2018,760
"1962",30,45,"Judith Basin County Total Migration-US and Foreign",66,2018,59
"1963",30,47,"Lake County Total Migration-US and Foreign",1529,2018,1197
"1964",30,49,"Lewis and Clark County Total Migration-US and Foreign",3577,2018,2983
"1965",30,51,"Liberty County Total Migration-US and Foreign",55,2018,67
"1966",30,53,"Lincoln County Total Migration-US and Foreign",991,2018,711
"1967",30,55,"McCone County Total Migration-US and Foreign",47,2018,46
"1968",30,57,"Madison County Total Migration-US and Foreign",576,2018,399
"1969",30,59,"Meagher County Total Migration-US and Foreign",68,2018,78
"1970",30,61,"Mineral County Total Migration-US and Foreign",362,2018,176
"1971",30,63,"Missoula County Total Migration-US and Foreign",6083,2018,5629
"1972",30,65,"Musselshell County Total Migration-US and Foreign",255,2018,210
"1973",30,67,"Park County Total Migration-US and Foreign",1134,2018,945
"1974",30,71,"Phillips County Total Migration-US and Foreign",77,2018,148
"1975",30,73,"Pondera County Total Migration-US and Foreign",203,2018,235
"1976",30,77,"Powell County Total Migration-US and Foreign",269,2018,268
"1977",30,79,"Prairie County Total Migration-US and Foreign",46,2018,42
"1978",30,81,"Ravalli County Total Migration-US and Foreign",2783,2018,1907
"1979",30,83,"Richland County Total Migration-US and Foreign",601,2018,616
"1980",30,85,"Roosevelt County Total Migration-US and Foreign",294,2018,416
"1981",30,87,"Rosebud County Total Migration-US and Foreign",270,2018,410
"1982",30,89,"Sanders County Total Migration-US and Foreign",682,2018,451
"1983",30,91,"Sheridan County Total Migration-US and Foreign",49,2018,129
"1984",30,93,"Silver Bow County Total Migration-US and Foreign",1391,2018,1298
"1985",30,95,"Stillwater County Total Migration-US and Foreign",600,2018,563
"1986",30,97,"Sweet Grass County Total Migration-US and Foreign",159,2018,87
"1987",30,99,"Teton County Total Migration-US and Foreign",280,2018,264
"1988",30,101,"Toole County Total Migration-US and Foreign",162,2018,195
"1989",30,105,"Valley County Total Migration-US and Foreign",201,2018,278
"1990",30,107,"Wheatland County Total Migration-US and Foreign",52,2018,71
"1991",30,111,"Yellowstone County Total Migration-US and Foreign",6646,2018,5926
"1992",31,1,"Adams County Total Migration-US and Foreign",1103,2018,1342
"1993",31,3,"Antelope County Total Migration-US and Foreign",181,2018,165
"1994",31,11,"Boone County Total Migration-US and Foreign",135,2018,176
"1995",31,13,"Box Butte County Total Migration-US and Foreign",441,2018,516
"1996",31,17,"Brown County Total Migration-US and Foreign",95,2018,93
"1997",31,19,"Buffalo County Total Migration-US and Foreign",1921,2018,2316
"1998",31,21,"Burt County Total Migration-US and Foreign",254,2018,289
"1999",31,23,"Butler County Total Migration-US and Foreign",318,2018,314
"2000",31,25,"Cass County Total Migration-US and Foreign",1787,2018,1538
"2001",31,27,"Cedar County Total Migration-US and Foreign",230,2018,286
"2002",31,29,"Chase County Total Migration-US and Foreign",128,2018,116
"2003",31,31,"Cherry County Total Migration-US and Foreign",195,2018,256
"2004",31,33,"Cheyenne County Total Migration-US and Foreign",691,2018,645
"2005",31,35,"Clay County Total Migration-US and Foreign",228,2018,257
"2006",31,37,"Colfax County Total Migration-US and Foreign",352,2018,649
"2007",31,39,"Cuming County Total Migration-US and Foreign",288,2018,285
"2008",31,41,"Custer County Total Migration-US and Foreign",345,2018,442
"2009",31,43,"Dakota County Total Migration-US and Foreign",1263,2018,1388
"2010",31,45,"Dawes County Total Migration-US and Foreign",259,2018,416
"2011",31,47,"Dawson County Total Migration-US and Foreign",1077,2018,1315
"2012",31,49,"Deuel County Total Migration-US and Foreign",145,2018,68
"2013",31,51,"Dixon County Total Migration-US and Foreign",183,2018,238
"2014",31,53,"Dodge County Total Migration-US and Foreign",1510,2018,1584
"2015",31,55,"Douglas County Total Migration-US and Foreign",22990,2018,24080
"2016",31,59,"Fillmore County Total Migration-US and Foreign",179,2018,218
"2017",31,61,"Franklin County Total Migration-US and Foreign",79,2018,97
"2018",31,63,"Frontier County Total Migration-US and Foreign",68,2018,93
"2019",31,65,"Furnas County Total Migration-US and Foreign",159,2018,233
"2020",31,67,"Gage County Total Migration-US and Foreign",873,2018,858
"2021",31,69,"Garden County Total Migration-US and Foreign",42,2018,47
"2022",31,71,"Garfield County Total Migration-US and Foreign",59,2018,66
"2023",31,73,"Gosper County Total Migration-US and Foreign",91,2018,94
"2024",31,77,"Greeley County Total Migration-US and Foreign",78,2018,69
"2025",31,79,"Hall County Total Migration-US and Foreign",2461,2018,2960
"2026",31,81,"Hamilton County Total Migration-US and Foreign",465,2018,448
"2027",31,83,"Harlan County Total Migration-US and Foreign",100,2018,120
"2028",31,87,"Hitchcock County Total Migration-US and Foreign",137,2018,78
"2029",31,89,"Holt County Total Migration-US and Foreign",300,2018,427
"2030",31,93,"Howard County Total Migration-US and Foreign",289,2018,231
"2031",31,95,"Jefferson County Total Migration-US and Foreign",235,2018,229
"2032",31,97,"Johnson County Total Migration-US and Foreign",118,2018,183
"2033",31,99,"Kearney County Total Migration-US and Foreign",373,2018,296
"2034",31,101,"Keith County Total Migration-US and Foreign",330,2018,409
"2035",31,105,"Kimball County Total Migration-US and Foreign",164,2018,170
"2036",31,107,"Knox County Total Migration-US and Foreign",251,2018,244
"2037",31,109,"Lancaster County Total Migration-US and Foreign",9868,2018,10616
"2038",31,111,"Lincoln County Total Migration-US and Foreign",1177,2018,1556
"2039",31,119,"Madison County Total Migration-US and Foreign",1451,2018,1676
"2040",31,121,"Merrick County Total Migration-US and Foreign",371,2018,364
"2041",31,123,"Morrill County Total Migration-US and Foreign",176,2018,234
"2042",31,125,"Nance County Total Migration-US and Foreign",146,2018,124
"2043",31,127,"Nemaha County Total Migration-US and Foreign",267,2018,269
"2044",31,129,"Nuckolls County Total Migration-US and Foreign",142,2018,160
"2045",31,131,"Otoe County Total Migration-US and Foreign",663,2018,723
"2046",31,133,"Pawnee County Total Migration-US and Foreign",86,2018,94
"2047",31,135,"Perkins County Total Migration-US and Foreign",48,2018,62
"2048",31,137,"Phelps County Total Migration-US and Foreign",292,2018,366
"2049",31,139,"Pierce County Total Migration-US and Foreign",236,2018,283
"2050",31,141,"Platte County Total Migration-US and Foreign",1288,2018,1441
"2051",31,143,"Polk County Total Migration-US and Foreign",249,2018,162
"2052",31,145,"Red Willow County Total Migration-US and Foreign",394,2018,447
"2053",31,147,"Richardson County Total Migration-US and Foreign",186,2018,202
"2054",31,149,"Rock County Total Migration-US and Foreign",65,2018,55
"2055",31,151,"Saline County Total Migration-US and Foreign",476,2018,750
"2056",31,153,"Sarpy County Total Migration-US and Foreign",14769,2018,13936
"2057",31,155,"Saunders County Total Migration-US and Foreign",1213,2018,978
"2058",31,157,"Scotts Bluff County Total Migration-US and Foreign",1177,2018,1400
"2059",31,159,"Seward County Total Migration-US and Foreign",756,2018,737
"2060",31,161,"Sheridan County Total Migration-US and Foreign",200,2018,236
"2061",31,163,"Sherman County Total Migration-US and Foreign",108,2018,114
"2062",31,167,"Stanton County Total Migration-US and Foreign",292,2018,274
"2063",31,169,"Thayer County Total Migration-US and Foreign",140,2018,159
"2064",31,173,"Thurston County Total Migration-US and Foreign",203,2018,223
"2065",31,175,"Valley County Total Migration-US and Foreign",106,2018,158
"2066",31,177,"Washington County Total Migration-US and Foreign",1141,2018,1090
"2067",31,179,"Wayne County Total Migration-US and Foreign",392,2018,388
"2068",31,181,"Webster County Total Migration-US and Foreign",91,2018,98
"2069",31,185,"York County Total Migration-US and Foreign",595,2018,585
"2070",32,1,"Churchill County Total Migration-US and Foreign",1819,2018,1684
"2071",32,3,"Clark County Total Migration-US and Foreign",95338,2018,71835
"2072",32,5,"Douglas County Total Migration-US and Foreign",3522,2018,2789
"2073",32,7,"Elko County Total Migration-US and Foreign",2645,2018,2751
"2074",32,11,"Eureka County Total Migration-US and Foreign",148,2018,109
"2075",32,13,"Humboldt County Total Migration-US and Foreign",1016,2018,1003
"2076",32,15,"Lander County Total Migration-US and Foreign",297,2018,339
"2077",32,17,"Lincoln County Total Migration-US and Foreign",173,2018,171
"2078",32,19,"Lyon County Total Migration-US and Foreign",5450,2018,3994
"2079",32,21,"Mineral County Total Migration-US and Foreign",210,2018,166
"2080",32,23,"Nye County Total Migration-US and Foreign",3713,2018,2461
"2081",32,27,"Pershing County Total Migration-US and Foreign",315,2018,306
"2082",32,29,"Storey County Total Migration-US and Foreign",353,2018,244
"2083",32,31,"Washoe County Total Migration-US and Foreign",21682,2018,18063
"2084",32,33,"White Pine County Total Migration-US and Foreign",434,2018,375
"2085",32,510,"Carson City Total Migration-US and Foreign",3958,2018,3464
"2086",33,1,"Belknap County Total Migration-US and Foreign",3784,2018,3351
"2087",33,3,"Carroll County Total Migration-US and Foreign",2643,2018,2276
"2088",33,5,"Cheshire County Total Migration-US and Foreign",3338,2018,2776
"2089",33,7,"Coos County Total Migration-US and Foreign",1242,2018,1132
"2090",33,9,"Grafton County Total Migration-US and Foreign",4785,2018,4790
"2091",33,11,"Hillsborough County Total Migration-US and Foreign",18336,2018,18184
"2092",33,13,"Merrimack County Total Migration-US and Foreign",8027,2018,7178
"2093",33,15,"Rockingham County Total Migration-US and Foreign",16443,2018,14816
"2094",33,17,"Strafford County Total Migration-US and Foreign",6478,2018,6114
"2095",33,19,"Sullivan County Total Migration-US and Foreign",2054,2018,1965
"2096",34,1,"Atlantic County Total Migration-US and Foreign",8059,2018,8286
"2097",34,3,"Bergen County Total Migration-US and Foreign",35703,2018,38414
"2098",34,5,"Burlington County Total Migration-US and Foreign",21845,2018,20549
"2099",34,7,"Camden County Total Migration-US and Foreign",20293,2018,21041
"2100",34,9,"Cape May County Total Migration-US and Foreign",4074,2018,3869
"2101",34,11,"Cumberland County Total Migration-US and Foreign",3291,2018,4502
"2102",34,13,"Essex County Total Migration-US and Foreign",34519,2018,37600
"2103",34,15,"Gloucester County Total Migration-US and Foreign",12428,2018,11392
"2104",34,17,"Hudson County Total Migration-US and Foreign",37862,2018,48124
"2105",34,19,"Hunterdon County Total Migration-US and Foreign",5524,2018,5344
"2106",34,21,"Mercer County Total Migration-US and Foreign",15079,2018,16588
"2107",34,23,"Middlesex County Total Migration-US and Foreign",37985,2018,43019
"2108",34,25,"Monmouth County Total Migration-US and Foreign",22601,2018,22608
"2109",34,27,"Morris County Total Migration-US and Foreign",21735,2018,22434
"2110",34,29,"Ocean County Total Migration-US and Foreign",21977,2018,17813
"2111",34,31,"Passaic County Total Migration-US and Foreign",17494,2018,22349
"2112",34,33,"Salem County Total Migration-US and Foreign",2665,2018,2727
"2113",34,35,"Somerset County Total Migration-US and Foreign",17832,2018,19006
"2114",34,37,"Sussex County Total Migration-US and Foreign",6101,2018,6059
"2115",34,39,"Union County Total Migration-US and Foreign",25089,2018,27402
"2116",34,41,"Warren County Total Migration-US and Foreign",5065,2018,4958
"2117",35,1,"Bernalillo County Total Migration-US and Foreign",24782,2018,25353
"2118",35,3,"Catron County Total Migration-US and Foreign",192,2018,112
"2119",35,5,"Chaves County Total Migration-US and Foreign",2417,2018,2151
"2120",35,6,"Cibola County Total Migration-US and Foreign",986,2018,852
"2121",35,7,"Colfax County Total Migration-US and Foreign",439,2018,606
"2122",35,9,"Curry County Total Migration-US and Foreign",3322,2018,3948
"2123",35,13,"Dona Ana County Total Migration-US and Foreign",8786,2018,8593
"2124",35,15,"Eddy County Total Migration-US and Foreign",3109,2018,2856
"2125",35,17,"Grant County Total Migration-US and Foreign",1019,2018,1018
"2126",35,19,"Guadalupe County Total Migration-US and Foreign",67,2018,91
"2127",35,23,"Hidalgo County Total Migration-US and Foreign",103,2018,148
"2128",35,25,"Lea County Total Migration-US and Foreign",3158,2018,2583
"2129",35,27,"Lincoln County Total Migration-US and Foreign",1079,2018,942
"2130",35,28,"Los Alamos County Total Migration-US and Foreign",1404,2018,1268
"2131",35,29,"Luna County Total Migration-US and Foreign",1016,2018,1099
"2132",35,31,"McKinley County Total Migration-US and Foreign",2685,2018,4717
"2133",35,33,"Mora County Total Migration-US and Foreign",146,2018,112
"2134",35,35,"Otero County Total Migration-US and Foreign",4791,2018,4724
"2135",35,37,"Quay County Total Migration-US and Foreign",316,2018,289
"2136",35,39,"Rio Arriba County Total Migration-US and Foreign",1166,2018,1133
"2137",35,41,"Roosevelt County Total Migration-US and Foreign",955,2018,1251
"2138",35,43,"Sandoval County Total Migration-US and Foreign",9923,2018,8077
"2139",35,45,"San Juan County Total Migration-US and Foreign",4598,2018,5422
"2140",35,47,"San Miguel County Total Migration-US and Foreign",816,2018,948
"2141",35,49,"Santa Fe County Total Migration-US and Foreign",7419,2018,6574
"2142",35,51,"Sierra County Total Migration-US and Foreign",512,2018,538
"2143",35,53,"Socorro County Total Migration-US and Foreign",491,2018,644
"2144",35,55,"Taos County Total Migration-US and Foreign",1188,2018,1123
"2145",35,57,"Torrance County Total Migration-US and Foreign",697,2018,673
"2146",35,59,"Union County Total Migration-US and Foreign",160,2018,157
"2147",35,61,"Valencia County Total Migration-US and Foreign",3294,2018,2714
"2148",36,1,"Albany County Total Migration-US and Foreign",12836,2018,14867
"2149",36,3,"Allegany County Total Migration-US and Foreign",1272,2018,1414
"2150",36,5,"Bronx County Total Migration-US and Foreign",42548,2018,65703
"2151",36,7,"Broome County Total Migration-US and Foreign",4699,2018,5751
"2152",36,9,"Cattaraugus County Total Migration-US and Foreign",2154,2018,2407
"2153",36,11,"Cayuga County Total Migration-US and Foreign",2240,2018,2462
"2154",36,13,"Chautauqua County Total Migration-US and Foreign",2557,2018,2942
"2155",36,15,"Chemung County Total Migration-US and Foreign",2723,2018,2933
"2156",36,17,"Chenango County Total Migration-US and Foreign",1672,2018,1794
"2157",36,19,"Clinton County Total Migration-US and Foreign",1677,2018,1900
"2158",36,21,"Columbia County Total Migration-US and Foreign",2366,2018,2184
"2159",36,23,"Cortland County Total Migration-US and Foreign",1456,2018,1776
"2160",36,25,"Delaware County Total Migration-US and Foreign",1519,2018,1806
"2161",36,27,"Dutchess County Total Migration-US and Foreign",10418,2018,9984
"2162",36,29,"Erie County Total Migration-US and Foreign",17645,2018,19584
"2163",36,31,"Essex County Total Migration-US and Foreign",1338,2018,1407
"2164",36,33,"Franklin County Total Migration-US and Foreign",1220,2018,1237
"2165",36,35,"Fulton County Total Migration-US and Foreign",1894,2018,1888
"2166",36,37,"Genesee County Total Migration-US and Foreign",1792,2018,1960
"2167",36,39,"Greene County Total Migration-US and Foreign",1901,2018,1875
"2168",36,41,"Hamilton County Total Migration-US and Foreign",171,2018,253
"2169",36,43,"Herkimer County Total Migration-US and Foreign",1883,2018,2130
"2170",36,45,"Jefferson County Total Migration-US and Foreign",8271,2018,11048
"2171",36,47,"Kings County Total Migration-US and Foreign",85768,2018,125496
"2172",36,49,"Lewis County Total Migration-US and Foreign",821,2018,982
